iter	AUC	Logloss
884	0.931387256	0.1130081316
885	0.9314925726	0.1129623911
886	0.9315661587	0.1129005631
887	0.9315882466	0.1128500415
888	0.9316042173	0.1128433942
889	0.9316770199	0.1128064468
890	0.9318622809	0.1127280048
891	0.9319229999	0.1126796193
892	0.9319712437	0.1126534998
893	0.9320357596	0.1126113876
894	0.9320504949	0.1125879099
895	0.9320528754	0.1125740035
896	0.9320512181	0.112573913
897	0.9321391778	0.1125377922
898	0.9321590358	0.1125267172
899	0.9322350929	0.112472074
900	0.9322474777	0.1124383049
901	0.9324043227	0.1123799436
902	0.932596424	0.1122946921
903	0.9326051326	0.1122765956
904	0.9326595236	0.1122569461
905	0.9326900187	0.1122391632
906	0.9327338027	0.1122134523
907	0.9327413964	0.1121761039
908	0.9328059725	0.1121470324
909	0.9328069971	0.1121323291
910	0.9328295369	0.1121113174
911	0.9328950472	0.1120650483
912	0.9329152065	0.1120456232
913	0.9330415564	0.111997424
914	0.9330772044	0.1119691637
915	0.9332190128	0.1118742018
916	0.9333065808	0.1118469724
917	0.9333919189	0.111807928
918	0.9333938475	0.1118056139
919	0.9333805285	0.11179597
920	0.9334449841	0.1117684965
921	0.9334845494	0.1117291568
922	0.9335001586	0.1116863069
923	0.9335001284	0.1116781767
924	0.9335321302	0.1116566939
925	0.9335613899	0.1116307466
926	0.9336563406	0.1115993076
927	0.9337463193	0.1115486507
928	0.9337365561	0.1115319832
929	0.9337528282	0.1115173978
930	0.933872398	0.1114424719
931	0.9339085582	0.1114146093
932	0.9339697293	0.1113869866
933	0.9340422306	0.1113466157
934	0.9341016539	0.1113233585
935	0.9341709309	0.1112815491
936	0.9344357142	0.1111669752
937	0.9344356539	0.1111669529
938	0.9344618098	0.1111427257
939	0.9346097654	0.1110538789
940	0.9347296366	0.1109645573
941	0.9347296366	0.1109645492
942	0.9348199166	0.1109070365
943	0.9348624049	0.1108767234
944	0.9350272654	0.1107832828
945	0.9350413076	0.1107673067
946	0.935116762	0.1107235566
947	0.9351898659	0.1106787241
948	0.9353821178	0.1105782046
949	0.9354285837	0.1105473819
950	0.9355795527	0.1104548113
951	0.9357622221	0.1104114092
952	0.9357692131	0.110403908
953	0.9358600054	0.1103693461
954	0.9358595836	0.110369001
955	0.9359121364	0.1103418806
956	0.936122589	0.1102328696
957	0.9362131704	0.110184528
958	0.9363278284	0.1101379058
959	0.936471264	0.1100475616
960	0.9365858317	0.1100028526
961	0.9368081267	0.1099005831
962	0.9370720663	0.1097909019
963	0.9370928584	0.1097577867
964	0.9371017779	0.1097550282
965	0.9371345331	0.1097211841
966	0.9371665951	0.1096920044
967	0.9372158333	0.1096676095
968	0.9372462079	0.1096296593
969	0.9373152137	0.1095981585
970	0.9373642409	0.1095669332
971	0.9373869315	0.1095421196
972	0.9374163418	0.1095278147
973	0.9375207846	0.1094814397
974	0.9377495583	0.1093985835
975	0.9377822833	0.1093731494
976	0.9379079401	0.109278802
977	0.9379756502	0.1092516367
978	0.9380357967	0.1092315542
979	0.9380203382	0.1092288864
980	0.9380361282	0.1092155603
981	0.9381267096	0.1091837194
982	0.9381642258	0.1091653054
983	0.938227235	0.1091027313
984	0.9382375407	0.1091000741
985	0.9382753582	0.1090470446
986	0.9382754486	0.109047037
987	0.9384239165	0.1089731364
988	0.9384594741	0.1089598342
989	0.9385163059	0.1089066156
990	0.938516336	0.1089066097
991	0.9385451738	0.1088764199
992	0.938609991	0.1088352381
993	0.9386507014	0.1087949398
994	0.9387067197	0.1087391294
995	0.9388617868	0.1086789815
996	0.9390163115	0.1086187876
997	0.9390452397	0.1086101957
998	0.93914911	0.1085423041
999	0.9391837033	0.1085021508
